Date,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,adenot,adeno,parat,para,Rhinot,Rhino,hMPVt,hMPV,Coronat,Corona,,,,,,,,,,,,,,
7-Sep-03,0,0,0,148,156,0,124,2,147,1,,,,,,,,,,,,,,,,,,,,
14-Sep-03,0,0,0,129,153,0,98,0,129,2,,,,,,,,,,,,,,,,,,,,
21-Sep-03,4,0,4,189,193,0,139,3,179,5,,,,,,,,,,,,,,,,,,,,
28-Sep-03,22,0,22,331,317,0,211,4,273,9,,,,,,,,,,,,,,,,,,,,
5-Oct-03,25,0,25,327,202,1,203,1,263,6,,,,,,,,,,,,,,,,,,,,
12-Oct-03,55,0,55,423,359,0,245,6,322,4,,,,,,,,,,,,,,,,,,,,
19-Oct-03,93,0,93,641,527,0,382,3,494,5,,,,,,,,,,,,,,,,,,,,
26-Oct-03,122,0,122,771,580,0,448,7,556,19,,,,,,,,,,,,,,,,,,,,
2-Nov-03,202,0,202,852,651,0,447,7,583,24,,,,,,,,,,,,,,,,,,,,
9-Nov-03,129,0,129,684,475,0,301,2,469,8,,,,,,,,,,,,,,,,,,,,
16-Nov-03,160,0,160,786,663,0,497,8,618,20,,,,,,,,,,,,,,,,,,,,
23-Nov-03,118,0,118,698,579,3,470,2,546,23,,,,,,,,,,,,,,,,,,,,
30-Nov-03,71,0,71,627,538,2,435,3,520,23,,,,,,,,,,,,,,,,,,,,
7-Dec-03,52,0,52,504,426,6,329,13,401,19,,,,,,,,,,,,,,,,,,,,
14-Dec-03,40,0,40,554,475,11,357,5,430,28,,,,,,,,,,,,,,,,,,,,
21-Dec-03,18,0,18,339,327,17,229,3,291,15,,,,,,,,,,,,,,,,,,,,
28-Dec-03,5,0,5,249,331,17,228,4,297,14,,,,,,,,,,,,,,,,,,,,
4-Jan-04,7,0,7,405,408,21,288,6,346,22,,,,,,,,,,,,,,,,,,,,
11-Jan-04,3,0,3,353,343,16,250,6,313,18,,,,,,,,,,,,,,,,,,,,
18-Jan-04,1,0,1,314,328,26,224,4,283,16,,,,,,,,,,,,,,,,,,,,
25-Jan-04,2,0,2,355,396,53,247,7,311,7,,,,,,,,,,,,,,,,,,,,
1-Feb-04,2,0,2,357,382,59,243,5,319,15,,,,,,,,,,,,,,,,,,,,
8-Feb-04,1,0,1,340,403,71,231,8,301,4,,,,,,,,,,,,,,,,,,,,
15-Feb-04,2,0,2,47,47,1,47,0,47,4,,,,,,,,,,,,,,,,,,,,
22-Feb-04,3,0,3,388,496,93,271,8,344,4,,,,,,,,,,,,,,,,,,,,
29-Feb-04,1,0,1,407,444,110,294,8,371,11,,,,,,,,,,,,,,,,,,,,
7-Mar-04,2,0,2,378,556,98,289,4,353,13,,,,,,,,,,,,,,,,,,,,
14-Mar-04,3,0,3,345,458,69,251,8,329,13,,,,,,,,,,,,,,,,,,,,
21-Mar-04,0,1,1,342,482,74,241,6,319,16,,,,,,,,,,,,,,,,,,,,
28-Mar-04,0,0,0,359,383,65,274,2,347,20,,,,,,,,,,,,,,,,,,,,
4-Apr-04,1,0,1,303,408,59,228,4,295,20,,,,,,,,,,,,,,,,,,,,
11-Apr-04,3,0,3,355,437,49,245,5,326,18,,,,,,,,,,,,,,,,,,,,
18-Apr-04,3,0,3,300,385,42,220,6,273,14,,,,,,,,,,,,,,,,,,,,
25-Apr-04,1,1,2,333,402,32,236,9,309,19,,,,,,,,,,,,,,,,,,,,
2-May-04,0,0,0,307,369,26,225,4,294,11,,,,,,,,,,,,,,,,,,,,
9-May-04,7,0,7,363,292,17,188,8,236,10,,,,,,,,,,,,,,,,,,,,
16-May-04,2,0,2,268,293,12,184,3,232,9,,,,,,,,,,,,,,,,,,,,
23-May-04,1,1,2,189,228,13,127,7,170,8,,,,,,,,,,,,,,,,,,,,
30-May-04,0,0,0,243,258,10,164,6,228,9,,,,,,,,,,,,,,,,,,,,
6-Jun-04,3,0,3,179,202,7,119,7,173,7,,,,,,,,,,,,,,,,,,,,
13-Jun-04,0,0,0,191,220,8,145,3,185,10,,,,,,,,,,,,,,,,,,,,
20-Jun-04,0,0,0,148,166,0,114,3,146,5,,,,,,,,,,,,,,,,,,,,
27-Jun-04,0,0,0,107,118,3,73,4,104,1,,,,,,,,,,,,,,,,,,,,
4-Jul-04,0,0,0,124,145,1,100,1,122,1,,,,,,,,,,,,,,,,,,,,
11-Jul-04,0,0,0,106,132,1,72,6,100,2,,,,,,,,,,,,,,,,,,,,
18-Jul-04,0,0,0,144,153,2,111,4,141,4,,,,,,,,,,,,,,,,,,,,
25-Jul-04,0,0,0,148,154,1,111,11,146,4,,,,,,,,,,,,,,,,,,,,
1-Aug-04,0,0,0,108,120,1,79,8,106,5,,,,,,,,,,,,,,,,,,,,
8-Aug-04,0,0,0,117,125,0,89,7,113,2,,,,,,,,,,,,,,,,,,,,
15-Aug-04,0,0,0,146,143,0,103,2,138,3,,,,,,,,,,,,,,,,,,,,
22-Aug-04,0,0,0,179,187,0,140,7,175,2,,,,,,,,,,,,,,,,,,,,
29-Aug-04,0,0,0,129,139,0,97,3,131,3,,,,,,,,,,,,,,,,,,,,
5-Sep-04,0,0,0,104,109,0,82,1,108,1,,,,,,,,,,,,,,,,,,,,
12-Sep-04,0,0,0,156,162,0,110,2,149,4,,,,,,,,,,,,,,,,,,,,
19-Sep-04,0,0,0,156,173,0,119,2,155,0,,,,,,,,,,,,,,,,,,,,
26-Sep-04,0,0,0,210,226,0,156,3,207,2,,,,,,,,,,,,,,,,,,,,
3-Oct-04,3,0,3,214,234,0,167,10,206,2,,,,,,,,,,,,,,,,,,,,
10-Oct-04,6,0,6,232,234,0,157,9,217,0,,,,,,,,,,,,,,,,,,,,
17-Oct-04,0,0,0,302,288,0,213,13,272,0,,,,,,,,,,,,,,,,,,,,
24-Oct-04,0,0,0,254,254,1,177,10,230,0,,,,,,,,,,,,,,,,,,,,
31-Oct-04,3,0,3,251,259,1,177,7,231,3,,,,,,,,,,,,,,,,,,,,
7-Nov-04,2,0,2,227,234,0,155,19,208,1,,,,,,,,,,,,,,,,,,,,
14-Nov-04,9,0,9,305,313,3,217,9,272,2,,,,,,,,,,,,,,,,,,,,
21-Nov-04,7,0,7,285,293,1,197,11,257,2,,,,,,,,,,,,,,,,,,,,
28-Nov-04,5,0,5,236,245,0,169,7,219,1,,,,,,,,,,,,,,,,,,,,
5-Dec-04,24,0,24,311,295,1,194,8,271,5,,,,,,,,,,,,,,,,,,,,
12-Dec-04,11,0,11,56,56,0,56,2,56,4,,,,,,,,,,,,,,,,,,,,
19-Dec-04,66,0,66,474,417,13,278,13,387,7,,,,,,,,,,,,,,,,,,,,
26-Dec-04,61,0,61,362,316,10,200,13,285,7,,,,,,,,,,,,,,,,,,,,
2-Jan-05,65,0,65,584,492,17,348,10,443,3,,,,,,,,,,,,,,,,,,,,
9-Jan-05,106,1,107,557,474,36,312,5,431,5,,,,,,,,,,,,,,,,,,,,
16-Jan-05,65,1,66,529,465,26,298,16,314,2,,,,,,,,,,,,,,,,,,,,
23-Jan-05,79,2,81,528,460,38,318,6,428,6,,,,,,,,,,,,,,,,,,,,
30-Jan-05,65,1,66,471,415,54,279,8,369,5,,,,,,,,,,,,,,,,,,,,
6-Feb-05,65,3,68,609,550,84,336,12,468,5,,,,,,,,,,,,,,,,,,,,
13-Feb-05,28,3,31,648,664,117,359,18,383,2,,,,,,,,,,,,,,,,,,,,
20-Feb-05,38,4,42,540,629,151,310,6,466,3,,,,,,,,,,,,,,,,,,,,
27-Feb-05,31,7,38,534,676,160,324,7,437,11,,,,,,,,,,,,,,,,,,,,
6-Mar-05,22,11,33,515,635,182,338,9,471,14,,,,,,,,,,,,,,,,,,,,
13-Mar-05,27,19,46,516,637,135,321,10,472,22,,,,,,,,,,,,,,,,,,,,
20-Mar-05,22,27,49,500,605,99,317,7,455,20,,,,,,,,,,,,,,,,,,,,
27-Mar-05,16,25,41,485,575,91,301,6,437,16,,,,,,,,,,,,,,,,,,,,
3-Apr-05,5,10,15,429,522,61,283,7,396,26,,,,,,,,,,,,,,,,,,,,
10-Apr-05,2,11,13,389,465,65,254,11,361,31,,,,,,,,,,,,,,,,,,,,
17-Apr-05,0,11,11,372,431,33,244,12,347,23,,,,,,,,,,,,,,,,,,,,
24-Apr-05,1,8,9,344,387,15,232,9,319,24,,,,,,,,,,,,,,,,,,,,
1-May-05,0,6,6,287,323,12,185,10,271,18,,,,,,,,,,,,,,,,,,,,
8-May-05,0,7,7,366,399,6,233,16,350,35,,,,,,,,,,,,,,,,,,,,
15-May-05,0,3,3,265,295,8,177,11,257,14,,,,,,,,,,,,,,,,,,,,
22-May-05,1,0,1,237,265,5,156,7,235,27,,,,,,,,,,,,,,,,,,,,
29-May-05,0,0,0,203,220,1,138,11,198,17,,,,,,,,,,,,,,,,,,,,
5-Jun-05,1,0,1,173,189,0,116,9,168,9,,,,,,,,,,,,,,,,,,,,
12-Jun-05,0,0,0,170,185,0,124,9,169,12,,,,,,,,,,,,,,,,,,,,
19-Jun-05,0,0,0,163,181,0,113,9,162,13,,,,,,,,,,,,,,,,,,,,
26-Jun-05,0,0,0,121,133,0,91,8,125,4,,,,,,,,,,,,,,,,,,,,
3-Jul-05,1,0,1,149,172,0,99,5,147,7,,,,,,,,,,,,,,,,,,,,
10-Jul-05,0,0,0,139,158,0,101,8,137,6,,,,,,,,,,,,,,,,,,,,
17-Jul-05,1,0,1,127,137,0,91,3,127,2,,,,,,,,,,,,,,,,,,,,
24-Jul-05,1,0,1,131,140,0,74,2,129,2,,,,,,,,,,,,,,,,,,,,
31-Jul-05,0,0,0,112,122,0,78,2,111,0,,,,,,,,,,,,,,,,,,,,
7-Aug-05,0,0,0,126,133,0,88,4,124,0,,,,,,,,,,,,,,,,,,,,
14-Aug-05,0,0,0,112,123,0,76,3,112,0,,,,,,,,,,,,,,,,,,,,
21-Aug-05,0,0,0,117,118,0,72,2,110,1,,,,,,,,,,,,,,,,,,,,
28-Aug-05,0,0,0,91,102,0,64,1,90,0,,,,,,,,,,,,,,,,,,,,
4-Sep-05,0,0,0,136,153,1,92,0,132,0,,,,,,,,,,,,,,,,,,,,
11-Sep-05,0,0,0,144,156,0,97,2,141,4,,,,,,,,,,,,,,,,,,,,
18-Sep-05,0,0,0,150,158,0,98,0,146,1,,,,,,,,,,,,,,,,,,,,
25-Sep-05,0,0,0,144,159,0,104,2,135,0,,,,,,,,,,,,,,,,,,,,
2-Oct-05,0,0,0,212,220,0,144,3,199,2,,,,,,,,,,,,,,,,,,,,
9-Oct-05,0,0,0,171,169,1,111,8,153,0,,,,,,,,,,,,,,,,,,,,
16-Oct-05,0,0,0,213,208,4,148,4,190,3,,,,,,,,,,,,,,,,,,,,
23-Oct-05,0,0,0,207,239,3,153,2,195,6,,,,,,,,,,,,,,,,,,,,
30-Oct-05,0,0,0,238,255,2,164,4,224,14,,,,,,,,,,,,,,,,,,,,
6-Nov-05,0,0,0,226,227,4,143,10,224,2,,,,,,,,,,,,,,,,,,,,
13-Nov-05,0,4,4,336,337,5,211,18,336,8,,,,,,,,,,,,,,,,,,,,
20-Nov-05,0,5,5,373,372,6,264,15,372,13,,,,,,,,,,,,,,,,,,,,
27-Nov-05,0,10,10,393,393,12,238,11,393,13,,,,,,,,,,,,,,,,,,,,
4-Dec-05,0,23,23,481,451,20,265,11,448,11,,,,,,,,,,,,,,,,,,,,
11-Dec-05,1,37,38,489,453,21,268,23,450,13,,,,,,,,,,,,,,,,,,,,
18-Dec-05,0,36,36,450,413,27,258,28,407,32,,,,,,,,,,,,,,,,,,,,
25-Dec-05,4,29,33,392,368,31,196,21,366,46,,,,,,,,,,,,,,,,,,,,
1-Jan-06,1,27,28,634,593,36,333,21,586,35,,,,,,,,,,,,,,,,,,,,
8-Jan-06,9,36,45,617,587,33,316,15,583,35,,,,,,,,,,,,,,,,,,,,
15-Jan-06,11,25,36,577,582,34,313,13,577,42,,,,,,,,,,,,,,,,,,,,
22-Jan-06,26,55,81,741,689,32,377,14,651,30,,,,,,,,,,,,,,,,,,,,
29-Jan-06,57,43,100,797,745,42,381,10,743,44,,,,,,,,,,,,,,,,,,,,
5-Feb-06,58,49,107,834,815,43,406,25,809,47,,,,,,,,,,,,,,,,,,,,
12-Feb-06,54,59,113,823,792,68,405,20,783,70,,,,,,,,,,,,,,,,,,,,
19-Feb-06,53,34,87,887,838,51,421,17,875,40,,,,,,,,,,,,,,,,,,,,
26-Feb-06,69,40,109,839,779,48,410,26,778,44,,,,,,,,,,,,,,,,,,,,
5-Mar-06,55,34,89,847,793,36,407,26,780,49,,,,,,,,,,,,,,,,,,,,
12-Mar-06,69,24,93,722,694,66,355,35,689,59,,,,,,,,,,,,,,,,,,,,
19-Mar-06,65,18,83,647,603,53,302,14,592,38,,,,,,,,,,,,,,,,,,,,
26-Mar-06,36,9,45,629,583,64,310,16,576,24,,,,,,,,,,,,,,,,,,,,
2-Apr-06,39,5,44,633,483,48,251,23,479,32,,,,,,,,,,,,,,,,,,,,
9-Apr-06,23,1,24,553,444,47,231,17,442,41,,,,,,,,,,,,,,,,,,,,
16-Apr-06,30,2,32,553,465,37,250,29,465,48,,,,,,,,,,,,,,,,,,,,
23-Apr-06,27,0,27,528,533,30,280,24,527,26,,,,,,,,,,,,,,,,,,,,
30-Apr-06,14,2,16,481,417,22,234,20,413,50,,,,,,,,,,,,,,,,,,,,
7-May-06,8,0,8,490,501,14,229,19,397,25,,,,,,,,,,,,,,,,,,,,
14-May-06,19,0,19,390,319,21,179,20,318,21,,,,,,,,,,,,,,,,,,,,
21-May-06,7,1,8,391,308,14,182,22,307,21,,,,,,,,,,,,,,,,,,,,
28-May-06,3,0,3,299,276,10,157,19,276,16,,,,,,,,,,,,,,,,,,,,
4-Jun-06,2,0,2,251,243,10,140,25,243,24,,,,,,,,,,,,,,,,,,,,
11-Jun-06,0,0,0,234,224,2,141,15,224,21,,,,,,,,,,,,,,,,,,,,
18-Jun-06,0,0,0,262,213,6,131,11,212,20,,,,,,,,,,,,,,,,,,,,
25-Jun-06,0,0,0,285,205,19,115,16,204,27,,,,,,,,,,,,,,,,,,,,
2-Jul-06,0,2,2,214,176,8,112,8,176,23,,,,,,,,,,,,,,,,,,,,
9-Jul-06,1,0,1,278,233,9,147,12,231,22,,,,,,,,,,,,,,,,,,,,
16-Jul-06,0,0,0,260,184,8,120,11,184,36,,,,,,,,,,,,,,,,,,,,
23-Jul-06,0,0,0,235,212,20,123,10,208,17,,,,,,,,,,,,,,,,,,,,
30-Jul-06,0,0,0,183,155,15,100,8,156,15,,,,,,,,,,,,,,,,,,,,
6-Aug-06,0,0,0,210,166,9,104,7,166,9,,,,,,,,,,,,,,,,,,,,
13-Aug-06,1,0,1,250,148,6,88,6,148,12,,,,,,,,,,,,,,,,,,,,
20-Aug-06,0,0,0,302,179,7,116,0,177,4,,,,,,,,,,,,,,,,,,,,
27-Aug-06,0,0,0,274,147,3,101,1,147,4,,,,,,,,,,,,,,,,,,,,
3-Sep-06,0,0,0,225,139,1,81,1,139,0,,,,,,,,,,,,,,,,,,,,
10-Sep-06,1,0,1,277,177,1,93,0,177,3,,,,,,,,,,,,,,,,,,,,
17-Sep-06,1,0,1,385,235,2,151,8,235,10,,,,,,,,,,,,,,,,,,,,
24-Sep-06,1,0,1,416,243,1,150,0,244,13,,,,,,,,,,,,,,,,,,,,
1-Oct-06,0,1,1,269,269,0,176,11,270,9,,,,,,,,,,,,,,,,,,,,
8-Oct-06,2,0,2,331,241,2,148,5,238,12,,,,,,,,,,,,,,,,,,,,
15-Oct-06,1,0,1,363,256,5,160,6,254,8,,,,,,,,,,,,,,,,,,,,
22-Oct-06,3,0,3,389,300,4,176,7,300,23,,,,,,,,,,,,,,,,,,,,
29-Oct-06,5,0,5,436,329,9,180,12,329,29,,,,,,,,,,,,,,,,,,,,
5-Nov-06,12,0,12,421,328,14,185,7,326,18,,,,,,,,,,,,,,,,,,,,
12-Nov-06,9,0,9,395,326,15,193,6,326,24,,,,,,,,,,,,,,,,,,,,
19-Nov-06,24,0,24,499,409,26,220,12,408,54,,,,,,,,,,,,,,,,,,,,
26-Nov-06,22,0,22,561,448,41,242,14,448,40,,,,,,,,,,,,,,,,,,,,
3-Dec-06,70,0,70,708,576,57,303,19,573,40,,,,,,,,,,,,,,,,,,,,
10-Dec-06,116,0,116,629,648,92,307,9,638,47,,,,,,,,,,,,,,,,,,,,
17-Dec-06,112,0,112,988,775,129,397,22,759,55,,,,,,,,,,,,,,,,,,,,
24-Dec-06,48,0,48,710,613,162,268,16,606,45,,,,,,,,,,,,,,,,,,,,
31-Dec-06,61,0,61,847,730,197,328,10,697,42,,,,,,,,,,,,,,,,,,,,
7-Jan-07,26,1,27,786,701,210,294,9,665,48,,,,,,,,,,,,,,,,,,,,
14-Jan-07,35,2,37,801,644,157,293,13,630,20,,,,,,,,,,,,,,,,,,,,
21-Jan-07,27,2,29,738,576,146,277,13,564,17,,,,,,,,,,,,,,,,,,,,
28-Jan-07,37,1,38,826,694,184,323,9,355,22,,,,,,,,,,,,,,,,,,,,
4-Feb-07,33,2,35,758,613,147,280,15,599,15,,,,,,,,,,,,,,,,,,,,
11-Feb-07,58,1,59,803,666,137,327,11,652,21,,,,,,,,,,,,,,,,,,,,
18-Feb-07,54,2,56,763,624,123,294,17,606,15,,,,,,,,,,,,,,,,,,,,
25-Feb-07,100,3,103,863,719,120,346,13,699,69,,,,,,,,,,,,,,,,,,,,
4-Mar-07,109,3,112,858,702,104,326,23,693,27,,,,,,,,,,,,,,,,,,,,
11-Mar-07,72,2,74,895,665,66,333,11,661,12,,,,,,,,,,,,,,,,,,,,
18-Mar-07,33,1,34,743,607,55,302,19,601,16,,,,,,,,,,,,,,,,,,,,
25-Mar-07,41,1,42,607,436,32,416,13,436,11,,,,,,,,,,,,,,,,,,,,
1-Apr-07,18,3,21,529,398,22,230,11,399,11,,,,,,,,,,,,,,,,,,,,
8-Apr-07,10,1,11,520,404,20,225,11,401,19,,,,,,,,,,,,,,,,,,,,
15-Apr-07,8,2,10,390,307,16,175,16,306,14,,,,,,,,,,,,,,,,,,,,
22-Apr-07,6,4,10,429,355,18,192,11,353,6,,,,,,,,,,,,,,,,,,,,
29-Apr-07,2,8,10,411,329,14,196,12,329,7,,,,,,,,,,,,,,,,,,,,
6-May-07,2,3,5,349,351,6,222,12,349,13,,,,,,,,,,,,,,,,,,,,
13-May-07,0,2,2,352,315,5,185,16,315,16,,,,,,,,,,,,,,,,,,,,
20-May-07,0,2,2,359,290,2,164,15,290,16,,,,,,,,,,,,,,,,,,,,
27-May-07,0,0,0,337,268,1,162,7,266,0,,,,,,,,,,,,,,,,,,,,
3-Jun-07,0,1,1,278,208,3,131,8,207,0,,,,,,,,,,,,,,,,,,,,
10-Jun-07,2,0,2,280,215,0,127,14,215,0,,,,,,,,,,,,,,,,,,,,
17-Jun-07,2,1,3,312,232,0,140,10,232,0,,,,,,,,,,,,,,,,,,,,
24-Jun-07,1,0,1,367,265,0,206,2,297,0,,,,,,,,,,,,,,,,,,,,
1-Jul-07,0,0,0,296,234,0,179,7,243,0,,,,,,,,,,,,,,,,,,,,
8-Jul-07,0,0,0,306,213,0,149,8,241,0,,,,,,,,,,,,,,,,,,,,
15-Jul-07,3,0,3,271,189,0,152,6,207,0,,,,,,,,,,,,,,,,,,,,
22-Jul-07,0,0,0,296,210,0,158,4,242,0,,,,,,,,,,,,,,,,,,,,
29-Jul-07,0,0,0,155,67,0,74,1,89,0,,,,,,,,,,,,,,,,,,,,
5-Aug-07,0,0,0,247,184,0,145,2,197,0,,,,,,,,,,,,,,,,,,,,
12-Aug-07,0,0,0,309,213,0,159,6,217,0,,,,,,,,,,,,,,,,,,,,
19-Aug-07,0,0,0,381,230,1,172,8,252,0,,,,,,,,,,,,,,,,,,,,
26-Aug-07,1,0,1,328,229,0,194,2,279,7,,,,,,,,,,,,,,,,,,,,
2-Sep-07,0,0,0,371,266,0,197,6,270,5,,,,,,,,,,,,,,,,,,,,
9-Sep-07,0,0,0,348,248,0,255,5,263,1,,,,,,,,,,,,,,,,,,,,
16-Sep-07,0,0,0,465,304,0,220,4,321,2,,,,,,,,,,,,,,,,,,,,
23-Sep-07,0,0,0,409,307,1,230,2,322,5,,,,,,,,,,,,,,,,,,,,
30-Sep-07,0,0,0,422,324,1,228,8,325,9,,,,,,,,,,,,,,,,,,,,
7-Oct-07,0,0,0,400,287,0,212,6,298,9,,,,,,,,,,,,,,,,,,,,
14-Oct-07,7,0,7,555,373,2,276,5,393,8,,,,,,,,,,,,,,,,,,,,
21-Oct-07,0,0,0,457,318,0,233,5,348,15,,,,,,,,,,,,,,,,,,,,
28-Oct-07,1,0,1,577,402,0,285,9,421,17,,,,,,,,,,,,,,,,,,,,
4-Nov-07,1,1,2,612,444,0,337,13,512,20,,,,,,,,,,,,,,,,,,,,
11-Nov-07,0,2,2,658,449,1,342,14,482,11,,,,,,,,,,,,,,,,,,,,
18-Nov-07,2,1,3,694,431,1,351,11,520,26,,,,,,,,,,,,,,,,,,,,
25-Nov-07,1,0,1,862,539,6,438,7,678,30,,,,,,,,,,,,,,,,,,,,
2-Dec-07,4,4,8,974,609,4,485,9,968,34,,,,,,,,,,,,,,,,,,,,
9-Dec-07,1,18,19,831,572,3,415,11,836,24,,,,,,,,,,,,,,,,,,,,
16-Dec-07,5,28,33,843,597,5,415,16,851,30,,,,,,,,,,,,,,,,,,,,
23-Dec-07,8,14,22,566,428,3,278,2,571,15,,,,,,,,,,,,,,,,,,,,
30-Dec-07,12,32,44,363,364,12,186,7,374,17,,,,,,,,,,,,,,,,,,,,
6-Jan-08,33,41,74,1099,844,15,558,15,1146,38,,,,,,,,,,,,,,,,,,,,
13-Jan-08,60,29,89,1051,724,26,484,22,1001,29,,,,,,,,,,,,,,,,,,,,
20-Jan-08,61,82,143,1209,924,35,535,16,1122,21,,,,,,,,,,,,,,,,,,,,
27-Jan-08,87,79,166,1212,833,26,532,23,1066,17,,,,,,,,,,,,,,,,,,,,
3-Feb-08,100,83,183,1343,965,39,581,29,1285,11,,,,,,,,,,,,,,,,,,,,
10-Feb-08,70,103,173,1234,899,38,575,21,1204,9,,,,,,,,,,,,,,,,,,,,
17-Feb-08,79,91,170,1166,883,35,534,11,1141,12,,,,,,,,,,,,,,,,,,,,
24-Feb-08,62,77,139,1053,814,41,456,14,1032,9,,,,,,,,,,,,,,,,,,,,
2-Mar-08,61,68,129,1033,879,55,479,14,1003,10,,,,,,,,,,,,,,,,,,,,
9-Mar-08,37,52,89,1210,1014,75,639,8,1172,10,,,,,,,,,,,,,,,,,,,,
16-Mar-08,46,31,77,1061,889,84,522,13,1056,8,,,,,,,,,,,,,,,,,,,,
23-Mar-08,42,27,69,1009,837,90,497,18,885,10,,,,,,,,,,,,,,,,,,,,
30-Mar-08,33,21,54,1016,813,86,485,10,971,16,,,,,,,,,,,,,,,,,,,,
6-Apr-08,37,20,57,933,764,85,400,16,803,18,,,,,,,,,,,,,,,,,,,,
13-Apr-08,21,6,27,933,761,101,471,27,901,14,,,,,,,,,,,,,,,,,,,,
20-Apr-08,27,12,39,863,631,60,423,12,705,37,,,,,,,,,,,,,,,,,,,,
27-Apr-08,15,5,20,864,669,70,401,14,750,29,,,,,,,,,,,,,,,,,,,,
4-May-08,13,4,17,728,621,74,382,11,696,26,,,,,,,,,,,,,,,,,,,,
11-May-08,4,4,8,584,499,61,309,15,760,27,,,,,,,,,,,,,,,,,,,,
18-May-08,6,2,8,567,470,35,307,13,740,31,,,,,,,,,,,,,,,,,,,,
25-May-08,10,4,14,486,391,49,225,6,554,42,,,,,,,,,,,,,,,,,,,,
1-Jun-08,3,2,5,515,397,19,283,12,494,31,,,,,,,,,,,,,,,,,,,,
8-Jun-08,3,1,4,435,370,12,248,11,437,30,,,,,,,,,,,,,,,,,,,,
15-Jun-08,0,1,1,359,404,14,386,15,488,28,,,,,,,,,,,,,,,,,,,,
22-Jun-08,0,0,0,324,261,7,185,7,319,16,,,,,,,,,,,,,,,,,,,,
29-Jun-08,0,0,0,241,234,16,154,3,246,22,,,,,,,,,,,,,,,,,,,,
6-Jul-08,0,0,0,243,219,4,154,0,215,12,,,,,,,,,,,,,,,,,,,,
13-Jul-08,0,0,0,239,210,27,125,5,225,10,,,,,,,,,,,,,,,,,,,,
20-Jul-08,0,1,1,319,252,17,178,4,339,8,,,,,,,,,,,,,,,,,,,,
27-Jul-08,0,0,0,234,211,14,162,6,208,8,,,,,,,,,,,,,,,,,,,,
3-Aug-08,0,0,0,179,161,8,127,4,166,5,,,,,,,,,,,,,,,,,,,,
10-Aug-08,2,1,3,277,205,8,171,5,205,8,,,,,,,,,,,,,,,,,,,,
17-Aug-08,0,0,0,247,164,6,107,6,171,7,,,,,,,,,,,,,,,,,,,,
24-Aug-08,1,1,2,190,163,9,103,1,163,2,,,,,,,,,,,,,,,,,,,,
31-Aug-08,0,0,0,201,201,5,110,1,201,3,,,,,,,,,,,,,,,,,,,,
7-Sep-08,0,0,0,293,213,5,118,5,217,2,,,,,,,,,,,,,,,,,,,,
14-Sep-08,0,0,0,337,323,10,197,3,329,4,,,,,,,,,,,,,,,,,,,,
21-Sep-08,0,1,1,328,313,8,223,2,313,2,,,,,,,,,,,,,,,,,,,,
28-Sep-08,0,1,1,355,336,6,206,3,336,2,,,,,,,,,,,,,,,,,,,,
5-Oct-08,0,0,0,319,318,4,325,4,318,3,,,,,,,,,,,,,,,,,,,,
12-Oct-08,0,1,1,327,316,6,214,5,316,4,,,,,,,,,,,,,,,,,,,,
19-Oct-08,0,0,0,377,354,3,237,2,354,4,,,,,,,,,,,,,,,,,,,,
26-Oct-08,0,0,0,489,469,4,298,3,469,5,,,,,,,,,,,,,,,,,,,,
2-Nov-08,0,2,2,469,460,3,281,3,450,3,,,,,,,,,,,,,,,,,,,,
9-Nov-08,0,2,2,419,394,2,425,7,404,2,,,,,,,,,,,,,,,,,,,,
16-Nov-08,1,3,4,506,480,15,322,3,486,7,,,,,,,,,,,,,,,,,,,,
23-Nov-08,0,7,7,488,442,16,332,2,448,5,,,,,,,,,,,,,,,,,,,,
30-Nov-08,2,11,13,667,639,39,435,8,648,17,,,,,,,,,,,,,,,,,,,,
7-Dec-08,5,12,17,550,589,55,380,8,584,14,,,,,,,,,,,,,,,,,,,,
14-Dec-08,6,6,12,595,568,46,371,6,566,17,,,,,,,,,,,,,,,,,,,,
21-Dec-08,7,8,15,510,485,53,305,6,489,14,,,,,,,,,,,,,,,,,,,,
28-Dec-08,20,6,26,654,644,117,361,8,643,19,,,,,,,,,,,,,,,,,,,,
4-Jan-09,16,3,19,833,785,120,504,4,782,19,,,,,,,,,,,,,,,,,,,,
11-Jan-09,34,2,36,503,683,95,199,6,466,9,,,,,,,,,,,,,,,,,,,,
18-Jan-09,22,11,33,758,737,98,454,4,715,18,,,,,,,,,,,,,,,,,,,,
25-Jan-09,18,8,26,284,239,15,226,0,250,8,,,,,,,,,,,,,,,,,,,,
1-Feb-09,45,13,58,1080,1000,158,588,6,1003,12,,,,,,,,,,,,,,,,,,,,
8-Feb-09,80,11,91,965,948,143,541,7,908,11,,,,,,,,,,,,,,,,,,,,
15-Feb-09,80,11,91,988,942,156,532,5,927,20,,,,,,,,,,,,,,,,,,,,
22-Feb-09,66,8,74,1121,1056,167,603,1,1021,22,,,,,,,,,,,,,,,,,,,,
1-Mar-09,90,21,111,1051,966,129,548,11,935,20,,,,,,,,,,,,,,,,,,,,
8-Mar-09,80,26,106,1063,972,92,588,8,980,28,,,,,,,,,,,,,,,,,,,,
15-Mar-09,78,37,115,1085,1000,91,586,4,1002,28,,,,,,,,,,,,,,,,,,,,
